GeneID	Symbol	LogFoldChange	P-Value
28968	SLC6A16	0,1904	0,0039
28969	BZW2	-0,431	0,0000000003
28970	C11orf54	0,2317	0,00098
28971	C11orf67	0,1145	0,00000016
28972	SPCS1	-0,1154	0,21
28973	MRPS18B	0,0838	0,015
28974	C19orf53	-0,1482	0,00026
28976	ACAD9	0,0079	0,082
28977	MRPL42	-0,0289	0,37
28978	TMEM14A	-0,4299	0,0000011
28981	IFT81	0,0798	0,033
28982	FLVCR1	0,0327	0,46
28983	TMPRSS11E	0	1
28984	C13orf15	0,1264	0,00034
28985	MCTS1	-0,2774	0,00067
28986	MAGEH1	-0,1191	0,063
28987	NOB1	-0,2103	0,00000086
28988	DBNL	0,0388	0,33
28989	C9orf32	-0,0779	0,001
28990	ASTE1	0,1348	0,013
28991	COMMD5	0,0846	0,00085
28992	MACROD1	0,1552	0,0000042
28994	PRO0471	0,0411	0,031
28996	HIPK2	0,385	0,00000000011
28998	MRPL13	-0,086	0,16
28999	KLF15	0,1638	0,00011
29005	PRO1073	0,132	0,0038
29006	PRO1268	-0,0845	0,00011
29007	PRO1621	-0,0288	0,33
29013	PRO1596	-0,0226	0,29
29015	SLC43A3	0,1337	0,00000000067
29021	PRO1848	-0,0345	0,33
29028	ATAD2	-0,0504	0,042
29035	C16orf72	0,0206	0,019
29057	TMEM29	0,032	0,33
29058	C20orf30	-0,0196	0,093
29062	WDR91	-0,0094	0,32
29063	ZCCHC4	0,0472	0,23
29066	ZC3H7A	0,0556	0,062
29068	ZBTB44	0,0715	0,0046
29070	CCDC113	0,3646	0,022
29071	C1GALT1C1	0,0615	0,037
29072	SETD2	0,1582	0,000000084
29074	MRPL18	-0,0656	0,18
29078	C6orf66	-0,2288	0,0000012
29079	MED4	0,0189	0,045
29080	CCDC59	0,1414	0,00037
29081	METTL5	-0,0332	0,39
29082	CHMP4A	0,0068	0,12
29083	GTPBP8	0,013	0,002
29085	PHPT1	-0,0023	0,29
29086	C19orf62	-0,1732	0,00067
29087	THYN1	-0,1663	0,00069
29088	MRPL15	-0,3877	0,000012
29089	UBE2T	-0,3958	0,000000011
29090	C18orf55	-0,0842	0,046
29091	STXBP6	-0,0877	0,0085
29093	MRPL22	-0,1017	0,059
29094	HSPC159	-0,2784	0,0000000014
29095	ORMDL2	0,0406	0,012
29097	CNIH4	-0,0011	0,00022
29098	RANGRF	-0,0992	0,00055
29099	COMMD9	-0,0292	0,13
29100	HSPC171	-0,0632	0,21
29101	SSU72	-0,0837	0,000015
29102	RNASEN	-0,094	0,00023
29103	DNAJC15	0,1915	0,000053
29104	N6AMT1	0,0015	0,054
29105	C16orf80	-0,3226	0,00014
29106	SCG3	-0,538	0,00000026
29107	NXT1	0,0016	0,034
29108	PYCARD	0,1564	0,00038
29109	FHOD1	-0,0182	0,62
29110	TBK1	0,0292	0,35
29113	C6orf15	-0,0206	0,66
29114	TAGLN3	-0,8677	0,0000000035
29115	SAP30BP	0,2629	0,000071
29116	MYLIP	0,1789	0,0000045
29117	BRD7	0,1441	0,0025
29118	DDX25	-0,2858	0,000024
29119	CTNNA3	-0,0198	0,7
29121	CLEC2D	0,0179	0,002
29122	TSP50	0,0236	0,64
29123	ANKRD11	-0,0049	0,02
29124	LGALS13	-0,0838	0,044
29126	CD274	-0,0479	0,16
29127	RACGAP1	-0,2374	0,0027
29128	UHRF1	0,3953	0,000000083
29760	BLNK	0,1185	0,15
29761	USP25	-0,391	0,000000000018
29763	PACSIN3	0,2061	0,0008
29765	TMOD4	-0,0127	0,74
29766	TMOD3	0,0321	0,051
29767	TMOD2	-0,3949	0,0000039
29774	DKFZP434P211	0,1092	0,000069
29775	CARD10	-0,0061	0,0094
29777	ABT1	-0,048	0,093
29780	PARVB	-0,0284	0,1
29781	NCAPH2	0,0342	0,099
29785	CYP2S1	0,0174	0,66
29789	OLA1	-0,4717	0,000000017
29796	UCRC	-0,1803	0,0000000037
29797	DKFZp434K191	0,0476	0,15
29798	C2orf27	-0,0769	0,072
29799	YPEL1	-0,6738	0,000000000028
29800	ZDHHC1	-0,0135	0,054
29801	ZDHHC8	-0,0032	0,000058
29802	VPREB3	-0,0403	0,31
29803	REPIN1	0,0009	0,013
29842	TFCP2L1	0,1098	0,0001
29843	SENP1	0,0419	0,22
29844	TFPT	-0,0913	0,14
29850	TRPM5	0,0168	0,68
29851	ICOS	0,0383	0,2
29855	UBN1	0,0623	0,087
29880	ALG5	-0,0143	0,097
29881	NPC1L1	0,0308	0,085
29882	ANAPC2	0,1499	0,00013
29883	CNOT7	-0,0638	0,026
29886	SNX8	0,0009	0,98
29887	SNX10	-0,5306	0,00000027
29888	STRN4	-0,3289	0,000000021
29889	GNL2	0,1061	0,0031
29890	RBM15B	0,0349	0,00069
29893	PSMC3IP	0,0708	0,01
29894	CPSF1	-0,0915	0,0012
29895	MYLPF	-0,0696	0,097
29896	TRA2A	0,2473	0,0000000016
29899	GPSM2	0,1612	0,01
29901	SAC3D1	0,0233	0,72
29902	C12orf24	-0,5307	0,000000065
29903	CCDC106	-0,2249	0,000061
29904	EEF2K	0,0397	0,035
29906	ST8SIA5	0,0265	0,43
29907	SNX15	-0,1271	0,0023
29909	GPR171	-0,0307	0,37
29911	HOOK2	0,0844	0,014
29914	UBIAD1	-0,0182	0,0078
29915	HCFC2	0,0095	0,76
29916	SNX11	0,0287	0,12
29919	C18orf8	0,0447	0,0022
29920	PYCR2	0,0613	0,0014
29922	NME7	-0,1649	0,023
29923	HIG2	0,0871	0,18
29924	EPN1	-0,1035	0,0066
29925	GMPPB	0,069	0,059
29926	GMPPA	0,1397	0,00072
29927	SEC61A1	0,1507	0,0000000074
29928	TIMM22	-0,0496	0,003
29929	ALG6	-0,059	0,2
29930	PCDHB1	-0,0253	0,56
29933	GPR132	0,0468	0,05
29934	SNX12	0,0166	0,52
29935	RPA4	-0,1024	0,0035
29937	NENF	-0,0327	0,000075
29940	DSE	0,464	0,000027
29941	PKN3	0,1539	0,000069
29942	PURG	0,0037	0,2
29943	PADI1	-0,0458	0,18
29944	PNMA3	-0,1076	0,0065
29945	ANAPC4	0,2797	0,00000000024
29946	SERTAD3	0,2283	0,0000072
29947	DNMT3L	-0,0284	0,35
29948	OSGIN1	-0,0296	0,68
29949	IL19	0,0392	0,37
29950	SERTAD1	0,1381	0,0061
29951	PDZRN4	0,0682	0,041
29952	DPP7	0,0106	0,17
29953	TRHDE	-0,1865	0,000053
29954	POMT2	0,1864	0,00000000003
29956	LASS2	0,3201	0,00002
29957	SLC25A24	0,1411	0,0014
29958	DMGDH	-0,0361	0,16
29959	NRBP1	0,0424	0,15
29960	FTSJ2	-0,0233	0,061
29964	PRICKLE4	-0,0806	0,14
29965	C16orf5	0,1263	0,000054
29966	STRN3	0,027	0,052
29967	LRP12	-0,2142	0,00000016
29968	PSAT1	0,2094	0,0000065
29969	MDFIC	0,2513	0,0000056
29970	SCHIP1	0,1741	0,025
29974	ACF	-0,0709	0,23
29978	UBQLN2	-0,375	0,000047
29979	UBQLN1	-0,1535	0,0097
29980	DONSON	0,0806	0,059
29982	NRBF2	-0,0732	0,13
29984	RHOD	0,0664	0,049
29985	SLC39A3	-0,0301	0,23
29986	SLC39A2	0,0269	0,48
29988	SLC2A8	0,0535	0,3
29989	OBP2B	0,0164	0,068
29990	PILRB	0,1207	0,0022
29991	OBP2A	-0,0092	0,3
29992	PILRA	0,0843	0,018
29993	PACSIN1	-0,5366	0,00000021
29994	BAZ2B	0,4311	0,000000034
29995	LMCD1	0,0454	0,000075
29997	GLTSCR2	0,1454	0,000066
29998	GLTSCR1	0,0134	0,64
29999	FSCN3	-0,0026	0,96
30000	TNPO2	-0,0988	0,00000045
30001	ERO1L	-0,1273	0,000032
30008	EFEMP2	0,3042	0,00000015
30009	TBX21	-0,009	0,84
30010	NXPH1	-0,2778	0,0074
30011	SH3KBP1	0,0525	0,26
30012	TLX3	-0,0558	0,16
30014	SPANXA1	-0,0312	0,16
30061	SLC40A1	0,2887	0,000005
30062	RAX	-0,0569	0,35
30811	HUNK	-0,0152	0,64
30813	VSX1	0,0085	0,029
30814	PLA2G2E	0,0317	0,43
30815	ST6GALNAC6	-0,2301	0,00015
30817	EMR2	0,0784	0,012
30818	KCNIP3	0,0077	0,00067
30819	KCNIP2	-0,7531	0,000000000016
30820	KCNIP1	-0,4432	0,0000000000034
30827	CXXC1	0,0973	0,0024
30832	ZNF354C	0,0378	0,00052
30834	ZNRD1	0,015	0,39
30835	CD209	-0,0216	0,38
30836	DNTTIP2	0,0234	0,53
30837	SOCS7	-0,0788	0,084
30844	EHD4	0,0068	0,85
30845	EHD3	-0,1078	0,00062
30846	EHD2	0,0871	0,0022
30848	CTAG2	-0,0064	0,77
30849	PIK3R4	-0,0707	0,011
30851	TAX1BP3	0,3827	0,000000078
30968	STOML2	-0,0211	0,099
43847	KLK14	-0,0683	0,11
43849	KLK12	0,0188	0,19
49854	ZNF295	0,0234	0,17
49855	SCAPER	0,0802	0,055
49856	WDR8	0,0703	0,0023
49860	CRNN	-0,0166	0,74
50484	RRM2B	0,1451	0,019
50485	SMARCAL1	0,0456	0,25
50486	G0S2	0,3591	0,00012
50487	PLA2G3	0,0496	0,28
50488	MINK1	-0,1573	0,00000084
50489	CD207	-0,0123	0,76
50506	DUOX2	-0,0145	0,77
50507	NOX4	0,0105	0,7
50508	NOX3	0,023	0,45
50509	COL5A3	-0,094	0,019
50512	PODXL2	-0,038	0,44
50514	DEC1	-0,0245	0,45
50515	CHST11	-0,1238	0,0017
50516	PPP1R14BP1	0,1397	0,0013
50604	IL20	-0,0834	0,048
50613	UBQLN3	0,0059	0,9
50614	GALNT9	0,1397	0,0011
50615	IL21R	0,0334	0,27
50616	IL22	-0,029	0,063
50617	ATP6V0A4	-0,0483	0,22
50618	ITSN2	0,0818	0,00000047
50619	DEF6	0,0319	0,094
50624	CUZD1	-0,006	0,92
50626	CYHR1	0,0288	0,00036
50628	GEMIN4	0,0463	0,056
50629	PCANAP2	0,0908	0,014
50632	DRD1IP	-0,873	0,00000001
50633	PCANAP8	0,0908	0,014
50636	TMEM16G	0,0381	0,21
50640	PNPLA8	0,0963	0,041
50649	ARHGEF4	-0,2317	0,00000044
50650	ARHGEF3	-0,0947	0,27
50651	SLC45A1	-0,2147	0,00000068
50652	PCA3	0,0245	0,36
50674	NEUROG3	0,0369	0,31
50700	RDH8	-0,0076	0,85
50717	WDR42A	0,0587	0,000000000074
50801	KCNK4	-0,2162	0,000001
50804	MYEF2	-0,0335	0,0021
50805	IRX4	-0,009	0,81
50807	DDEF1	-0,0127	0,2
50808	AK3	0,2905	0,00025
50809	HP1BP3	0,0987	0,0015
50810	HDGFRP3	-0,1931	0,00000033
50813	COPS7A	-0,0444	0,32
50814	NSDHL	-0,0811	0,015
50831	TAS2R3	-0,0337	0,36
50832	TAS2R4	-0,0371	0,45
50833	TAS2R16	-0,0007	0,99
50834	TAS2R1	0,0339	0,49
50835	TAS2R9	-0,0323	0,39
50836	TAS2R8	-0,0068	0,86
50837	TAS2R7	-0,0208	0,47
50838	TAS2R13	-0,0198	0,49
50839	TAS2R10	0,0289	0,38
50840	TAS2R14	-0,0267	0,17
50848	F11R	0,0834	0,000042
50852	TRAT1	-0,0084	0,77
50853	VILL	0,0488	0,57
50855	PARD6A	-0,172	0,0027
50856	CLEC4A	0,0435	0,056
50858	TTTY1	-0,0012	0,98
50859	SPOCK3	-0,5295	0,000026
50861	STMN3	-0,2861	0,000000013
50862	RNF141	0,0607	0,028
50863	HNT	0,0409	0,11
50865	HEBP1	-0,0503	0,4
50937	CDON	0,0568	0,032
50939	IMPG2	0,0212	0,48
50940	PDE11A	0,0106	0,15
50943	FOXP3	0,0008	0,022
50944	SHANK1	-0,0008	0,98
50945	TBX22	0,0042	0,84
50964	SOST	-0,0787	0,0042
50999	TMED5	0,1035	0,0018
51000	SLC35B3	0,1552	0,025
51001	MTERFD1	-0,0928	0,051
51002	TPRKB	-0,0976	0,12
51003	MED31	-0,1433	0,00000069
51004	COQ6	-0,1624	0,0000003
51005	AMDHD2	0,0059	0,85
51006	SLC35C2	0,1093	0,0032
51008	ASCC1	0,2514	0,000074
51009	DERL2	0,16	0,00083
51010	EXOSC3	-0,0024	0,025
51011	FAHD2A	0,1421	0,00047
51012	SLMO2	-0,054	0,0016
51013	EXOSC1	-0,0573	0,0063
51014	TMED7	0,0867	0,016
51015	ISOC1	-0,0697	0,29
51016	C14orf122	-0,1425	0,00011
51018	RRP15	0,0643	0,037
51019	CCDC53	-0,0804	0,22
51020	HDDC2	0,0146	0,019
51021	MRPS16	0,1245	0,00042
51022	GLRX2	-0,239	0,00017
51023	MRPS18C	-0,0872	0,0023
51024	FIS1	-0,0179	0,23
51025	Magmas	-0,1736	0,00016
51026	GOLT1B	-0,1157	0,064
51027	BOLA1	0,0014	0,97
51028	VPS36	-0,0836	0,0055
51029	C1orf121	-0,0777	0,00035
51030	FAM18B	0,2301	0,0047
51031	GLOD4	-0,2256	0,016
51032	ELA2B	0,0122	0,75
51035	LOC51035	0,1122	0,00013
51039	LOC51039	-0,0011	0,97
51042	ZNF593	-0,0056	0,92
51043	ZBTB7B	-0,0275	0,4
51046	ST8SIA3	-0,7471	0,0000000029
51050	PI15	-0,0109	0,42
51052	PRLH	-0,0116	0,86
51053	GMNN	0,666	0,00014
51054	PLEKHA9	0,0068	0,82
51056	LAP3	0,2957	0,024
51057	LOC51057	0,0661	0,00049
51058	ZNF691	0,0934	0,0044
51059	FAM135B	-0,0856	0,0033
51060	TXNDC12	0,0581	0,11
51061	TXNDC11	0,0602	0,023
51062	SPG3A	-0,48	0,00000015
51063	FAM26B	0,0689	0,042
51065	RPS27L	0,1396	0,0086
51066	C3orf32	-0,0868	0,085
51068	NMD3	0,18	0,000066
51069	MRPL2	-0,0602	0,023
51070	NOSIP	0,1335	0,0041
51071	DERA	0,4396	0,000016
51072	MEMO1	-0,1335	0,022
51073	MRPL4	-0,1541	0,0000000039
51074	APIP	0,0494	0,13
51075	TXNDC14	0,0061	0,91
51076	CUTC	-0,0056	0,053
51077	FCF1	0,0308	0,00088
51078	THAP4	-0,0549	0,023
51079	NDUFA13	-0,1537	0,042
51081	MRPS7	-0,1125	0,019
51082	POLR1D	-0,1219	0,000035
51083	GAL	0,021	0,14
51084	CRYL1	0,2403	0,00019
51086	TNNI3K	-0,0636	0,16
51087	YBX2	-0,0328	0,48
51088	KLHL5	0,1553	0,000000021
51090	PLLP	0,2259	0,067
51091	SEPSECS	0,043	0,0036
51092	SIDT2	0,0734	0,098
51093	C1orf66	0,1583	0,0014
51094	ADIPOR1	-0,21	0,00000039
51095	TRNT1	-0,1452	0,011
51096	UTP18	-0,1653	0,0051
51097	SCCPDH	0,0502	0,036
51098	IFT52	0,0038	0,29
51099	ABHD5	0,1175	0,000034
51100	SH3GLB1	0,0941	0,0028
51101	C8orf70	0,0157	0,74
51102	MECR	-0,2099	0,0000005
51103	NDUFAF1	-0,1866	0,0065
51104	FAM108B1	0,0511	0,001
51105	PHF20L1	-0,0907	0,0000000035
51106	TFB1M	0,0787	0,0014
51107	APH1A	0,2255	0,00005
51108	METTL9	-0,2404	0,000000000004
51109	RDH11	0,0736	0,0045
51110	LACTB2	0,0866	0,11
51111	SUV420H1	0,2404	0,000000054
51112	TTC15	-0,0278	0,076
51114	ZDHHC9	0,2574	0,0099
51115	FAM82B	0,1167	0,000042
51116	MRPS2	0,0208	0,68
51117	COQ4	-0,078	0,0000058
51118	UTP11L	-0,0773	0,0081
51119	SBDS	0,0634	0,45
51121	RPL26L1	-0,0772	0,16
51122	COMMD2	0,0906	0,072
51123	ZNF706	-0,0215	0,73
51124	IER3IP1	-0,0951	0,0093
51125	GOLGA7	0,3369	0,000082
51126	NAT5	-0,2471	0,00023
51127	TRIM17	-0,1678	0,004
51128	SAR1B	0,1503	0,0000029
51129	ANGPTL4	0,1852	0,15
51130	ASB3	0,15	0,0016
51131	PHF11	0,2546	0,000000079
51132	RNF12	-0,0135	0,71
51133	KCTD3	0,1678	0,067
51134	CCDC41	0,145	0,009
51135	IRAK4	0,0425	0,2
51136	LOC51136	-0,0756	0,0062
51138	COPS4	-0,161	0,0024
51141	INSIG2	-0,157	0,0042
51142	CHCHD2	-0,2088	0,01
51143	DYNC1LI1	-0,2379	0,00004
51144	HSD17B12	0,1131	0,085
51146	A4GNT	0,0715	0,022
51147	ING4	0,0049	0,011
51148	CERCAM	0,1005	0,14
51149	LOC51149	0,1086	0,0041
51150	SDF4	0,1053	0,033
51151	SLC45A2	0,0164	0,064
51154	MRTO4	-0,1751	0,00004
51155	HN1	-0,4151	0,000000023
51156	SERPINA10	-0,0336	0,49
51157	ZNF580	-0,0239	0,46
51160	VPS28	0,1069	0,13
51161	C3orf18	-0,033	0,45
51162	EGFL7	-0,0197	0,69
51163	DBR1	0,042	0,13
51164	DCTN4	0,0088	0,0069
51167	CYB5R4	-0,1058	0,032
51168	MYO15A	0,0245	0,52
51170	HSD17B11	0,3308	0,0029
51171	HSD17B14	0,0681	0,00041
51172	NAGPA	-0,4373	0,0000000077
51174	TUBD1	0,0704	0,01
51175	TUBE1	0,0015	0,085
51176	LEF1	0,1601	0,00000002
51177	PLEKHO1	-0,0655	0,27
51179	HAO2	0,0023	0,33
51181	DCXR	0,1613	0,0065
51182	HSPA14	-0,0736	0,0087
51184	ATPBD1C	-0,0089	0,78
51185	CRBN	-0,0058	0,021
51186	WBP5	0,4322	0,00007
51187	C15orf15	-0,1045	0,088
51188	SS18L2	-0,1771	0,00013
51191	HERC5	0,3968	0,0000000018
51192	CKLF	0,0911	0,0012
51193	ZNF639	-0,0269	0,095
51194	IPO11	0,0371	0,21
51195	RAPGEFL1	-0,4204	0,00000011
51196	PLCE1	0,3094	0,00000084
51199	NIN	0,0314	0,0012
51200	CPA4	-0,0316	0,51
51201	ZDHHC2	0,1471	0,03
51202	DDX47	0,1308	0,0049
51203	NUSAP1	0,0781	0,018
51204	CCDC44	-0,0434	0,12
51205	ACP6	0,0858	0,000017
51206	GP6	-0,0171	0,39
51207	DUSP13	0,0106	0,74
51208	CLDN18	0,0103	0,048
51209	RAB9B	-0,5549	0,00000000099
51213	LUZP4	-0,0207	0,62
51214	IGF2AS	-0,0676	0,12
51217	C14orf91	0,0026	0,94
51218	GLRX5	-0,2351	0,0000000027
51222	ZNF219	-0,0056	0,0082
51224	TCEB3B	-0,0212	0,36
51225	ABI3	0,0415	0,18
51226	COPZ2	0,0446	0,0049
51227	PIGP	-0,0429	0,52
51228	GLTP	0,1904	0,0015
51230	PHF20	-0,0002	0,00042
51231	VRK3	0,0274	0,0046
51232	CRIM1	-0,1341	0,0024
51233	LOC51233	0,0376	0,096
51234	TMEM85	-0,1939	0,0045
51236	C8orf30A	0,0184	0,37
51237	MGC29506	0,0182	0,34
51239	ANKRD39	-0,2232	0,000055
51241	C14orf112	0,023	0,0043
51244	C3orf19	0,0543	0,15
51246	SCOTIN	0,0953	0,058
51247	PAIP2	-0,0607	0,089
51248	PDZD11	-0,0564	0,11
51249	TMEM69	0,034	0,54
51250	C6orf203	0,0172	0,72
51251	NT5C3	-0,158	0,0075
51252	LOC51252	0,0028	0,93
51253	MRPL37	-0,1357	0,012
51255	RNF181	0,0037	0,74
51256	TBC1D7	-0,2055	0,00083
51257	MARCH2	-0,0301	0,6
51258	MRPL51	-0,0357	0,35
51259	MGC13379	0,1626	0,0000061
51260	CXorf26	0,0377	0,5
51263	MRPL30	-0,1605	0,00015
51264	MRPL27	0,0717	0,16
51265	CDKL3	0,0474	0,0012
51266	CLEC1B	-0,0389	0,31
51267	CLEC1A	-0,0113	0,85
51268	PIPOX	0,1192	0,007
51270	TFDP3	0,0995	0,017
51271	UBAP1	0,0649	0,029
51272	BET1L	0,0497	0,0042
51274	KLF3	0,0643	0,000025
51275	C12orf47	-0,0209	0,61
51276	ZNF571	0,0597	0,015
51277	RBJ	-0,1324	0,000077
51278	IER5	0,4848	0,000082
51279	C1RL	0,09	0,015
51280	GOLM1	0,3506	0,000022
51281	ANKMY1	0,0833	0,0027
51282	SCAND1	0,0561	0,024
51283	BFAR	0,0447	0,16
51284	TLR7	0,0454	0,03
51285	RASL12	1,0006	0,00000000053
51286	CEND1	-0,2339	0,000012
51287	CHCHD8	0,1814	0,00049
51289	RXFP3	-0,0467	0,15
51290	ERGIC2	-0,063	0,014
51291	GMIP	0,0061	0,73
51292	GMPR2	-0,1059	0,019
51293	CD320	0,0092	0,8
51294	PCDH12	0,0264	0,44
51295	ECSIT	-0,1049	0,043
51296	SLC15A3	0,2429	0,0000046
51297	PLUNC	-0,0145	0,76
51298	THEG	-0,0347	0,36
51299	NRN1	0,0066	0,94
51300	C3orf1	0,1906	0,00077
51301	GCNT4	-0,065	0,14
51302	CYP39A1	0,098	0,000017
51303	FKBP11	-0,3714	0,000000000033
51304	ZDHHC3	0,0658	0,0000038
51305	KCNK9	-0,0695	0,066
51306	C5orf5	-0,3766	0,000084
51307	FAM53C	0,1145	0,0028
51308	REEP2	-0,1104	0,0045
51309	ARMCX1	-0,1795	0,0079
51310	SLC22A17	-0,1582	0,000031
51311	TLR8	0,184	0,00011
51312	SLC25A37	-0,0261	0,00016
51313	C4orf18	0,3489	0,000000086
51314	TXNDC3	-0,031	0,48
51315	KRCC1	0,2888	0,0000031
51316	PLAC8	0,2292	0,016
51317	PHF21A	0,1845	0,000000023
51318	MRPL35	-0,1609	0,00000037
51319	RSRC1	-0,0115	0,77
51320	MEX3C	0,0681	0,000055
51321	AMZ2	0,1177	0,00000028
51322	WAC	0,1081	0,00011
51324	SPG21	0,1113	0,0000046
51326	ARL17P1	0,0573	0,1
51327	ERAF	-0,0425	0,27
51329	ARL6IP4	0,0729	0,033
51330	TNFRSF12A	-0,0139	0,79
51332	SPTBN5	0,023	0,26
51333	ZNF771	-0,0176	0,027
51334	PRR16	-0,0195	0,48
51335	NGRN	-0,2742	0,000015
51337	C8orf55	-0,1357	0,00024
51338	MS4A4A	0,0714	0,06
51339	DACT1	0,0219	0,67
51340	CRNKL1	-0,2323	0,0017
51341	ZBTB7A	-0,0601	0,008
51343	FZR1	-0,0283	0,074
51347	TAOK3	0,0642	0,1
51348	KLRF1	-0,0109	0,63
51350	KRT76	-0,0503	0,32
51351	ZNF117	0,0564	0,00025
51352	WIT1	0,0021	0,96
51360	MBTPS2	0,002	0,14
51361	HOOK1	-0,4867	0,000000047
51362	CDC40	-0,3373	0,000000000015
51364	ZMYND10	0,2269	0,0054
51365	PLA1A	0,4116	0,00059
51366	UBR5	0,0457	0,013
51367	POP5	0,2523	0,0000041
51368	TEX264	0,0564	0,049
51371	POMP	-0,1342	0,000082
51372	CCDC72	-0,0867	0,072
51373	MRPS17	-0,1489	0,017
51374	C2orf28	0,2981	0,00006
51375	SNX7	0,5784	0,00000086
51377	UCHL5	-0,1251	0,0051
51378	ANGPT4	0,0609	0,13
51379	CRLF3	0,1605	0,00003
51380	CSAD	0,0889	0,05
51382	ATP6V1D	-0,2523	0,00000048
51384	WNT16	0,0274	0,021
51385	ZNF589	0,0397	0,036
51386	EIF3EIP	-0,2844	0,000000014
51388	NIP7	0,0357	0,063
51389	RWDD1	0,0457	0,46
51390	AIG1	0,0652	0,096
51393	TRPV2	0,018	0,38
51397	COMMD10	-0,1377	0,004
51398	C19orf56	-0,0054	0,91
51399	TRAPPC4	-0,0144	0,24
51400	PPME1	-0,2571	0,00000013
51402	HSFX1	0,0144	0,68
51406	NOL7	-0,1006	0,02
51409	HEMK1	0,0927	0,000066
51411	BIN2	-0,0087	0,89
51412	ACTL6B	-0,7356	0,0000000000069
51421	AMOTL2	0,5076	0,000000029
51422	PRKAG2	-0,3716	0,0000000028
51426	POLK	0,0202	0,003
51427	ZNF107	0,002	0,12
51428	DDX41	-0,2182	0,000073
51429	SNX9	0,2011	0,0000053
51430	C1orf9	0,0058	0,92
51433	ANAPC5	0,0568	0,024
51434	ANAPC7	-0,2055	0,0000049
51435	SCARA3	0,1328	0,015
51438	MAGEC2	0,0417	0,19
51439	FAM8A1	-0,069	0,09
51440	HPCAL4	-0,4872	0,00000011
51441	YTHDF2	-0,0472	0,17
51442	VGLL1	-0,0023	0,35
51444	RNF138	0,1292	0,002
51447	IHPK2	0,041	0,003
51449	PCYOX1	0,0682	0,32
51450	PRRX2	0,0315	0,55
51451	LCMT1	-0,3212	0,0000059
51454	GULP1	-0,202	0,000000051
51455	REV1	-0,007	0,34
51458	RHCG	0,0903	0,022
51460	SFMBT1	0,0931	0,014
51463	GPR89B	0,0607	0,031
51465	UBE2J1	-0,0823	0,00076
51466	EVL	-0,5344	0,0000000016
51471	NAT8B	-0,0079	0,24
51473	DCDC2	0,1165	0,02
51474	LIMA1	0,0417	0,0002
51475	CABP2	-0,0316	0,29
51477	ISYNA1	0,0596	0,16
51478	HSD17B7	0,3215	0,000000093
51479	ANKFY1	0,1942	0,0000041
51480	VCX2	-0,0369	0,35
51490	C9orf114	0,1609	0,00035
51491	HSPC111	-0,0882	0,00061
51493	C22orf28	0,0033	0,00000011
51495	PTPLAD1	-0,0366	0,006
51496	CTDSPL2	0,0203	0,057
51497	TH1L	0,1858	0,00000095
51499	TRIAP1	-0,1233	0,0013
51501	C11orf73	-0,158	0,001
51503	CWC15	-0,0477	0,41
51504	HSPC152	0,1084	0,041
51506	UFC1	-0,08	0,14
51507	C20orf43	0,0727	0,0076
51510	CHMP5	-0,156	0,055
51512	GTSE1	0,0354	0,00022
51513	ETV7	-0,0435	0,23
51514	DTL	-0,0256	0,097
51517	NCKIPSD	-0,0266	0,13
51520	LARS	0,0474	0,0000099
51522	TMEM14C	0,2111	0,0013
51523	CXXC5	0,6323	0,0000000016
51524	TMEM138	0,2442	0,00024
51526	C20orf111	0,0001	0,41
51527	C14orf129	-0,7035	0,000000018
51528	C14orf100	0,0197	0,45
51529	ANAPC11	0,006	0,42
51530	ZC3HC1	0,021	0,43
51531	C9orf156	0,0507	0,0098
51533	PHF7	0,0388	0,037
51534	VTA1	-0,1621	0,0015
51535	PPHLN1	-0,0398	0,017
51537	MTP18	0,0728	0,066
51538	ZCCHC17	-0,034	0,08
51540	SCLY	-0,0123	0,058
51542	VPS54	0,2146	0,0000021
51545	ZNF581	0,0114	0,73
51547	SIRT7	0,0906	0,014
51548	SIRT6	0,0334	0,021
51550	CINP	0,1177	0,00027
51552	RAB14	-0,0116	0,0014
51554	CCRL1	0,0559	0,083
51555	PEX5L	0,2016	0,0023
51557	GLULD1	-0,0205	0,33
51559	NT5DC3	-0,0748	0,00036
51560	RAB6B	-0,3744	0,000000069
51561	IL23A	-0,0321	0,42
51562	MBIP	0,0295	0,4
51564	HDAC7A	0,0173	0,42
51566	ARMCX3	-0,2328	0,0009
51567	TTRAP	-0,1267	0,092
51569	UFM1	0,067	0,000038
51571	FAM49B	-0,0942	0,000069
51573	MIR16	-0,2827	0,00002
51574	LARP7	0,1782	0,00002
51575	ESF1	0,1384	0,0039
51582	AZIN1	0,0928	0,005
51585	PCF11	0,1511	0,000018
51586	MED15	-0,0678	0,067
51588	PIAS4	0,1892	0,000031
51592	TRIM33	-0,0407	0,0014
51593	ARS2	0,0104	0,27
51594	NAG	-0,0283	0,05
51596	CUTA	-0,0615	0,0024
51599	LSR	0,185	0,00002
51601	LIPT1	0,1777	0,0064
51602	NOP5/NOP58	-0,0199	0,72
51603	KIAA0859	-0,0014	0,0026
51604	PIGT	-0,0029	0,96
51605	TRMT6	-0,0476	0,000023
51606	ATP6V1H	-0,7242	0,000000018
51608	C7orf20	-0,0208	0,27
51611	DPH5	-0,0476	0,0000052
51614	ERGIC3	-0,0349	0,26
51616	TAF9B	0,031	0,00018
51617	HMP19	-1,223	0,00000000074
